Time;Deep_0_0;Deep_0_1;Deep_0_2;Deep_0_3;Deep_0_4;Deep_1_0;Deep_1_1;Deep_1_2;Deep_1_3;Deep_1_4;Deep_2_0;Deep_2_1;Deep_2_2;Deep_2_3;Deep_2_4;Deep_3_0;Deep_3_1;Input_0;Input_1;Output_0;Output_1;Load;Oil.ElectricityPrice;Gas.ElectricityPrice;Reseau.ElectricityPrice;Poubelle.ElectricityPrice;zero
0.0;0.28518715500831604;0.4063255488872528;0.0;0.5404663681983948;0.5264892578125;0.5935065746307373;0.35412269830703735;0.8390321731567383;0.838923454284668;0.40139040350914;1.193978190422058;0.9094501733779907;0.4411011338233948;1.0408194065093994;0.35426172614097595;1.4859944581985474;1.287658929824829;0.4;0.8;1.4859944581985474;1.287658929824829;0.4;1.0;0.5;1000.0;-1000.0;0.0
3600.0;0.28518715500831604;0.4063255488872528;0.0;0.5404663681983948;0.5264892578125;0.5935065746307373;0.35412269830703735;0.8390321731567383;0.838923454284668;0.40139040350914;1.193978190422058;0.9094501733779907;0.4411011338233948;1.0408194065093994;0.35426172614097595;1.4859944581985474;1.287658929824829;0.4;0.8;1.4859944581985474;1.287658929824829;0.4;1.0;0.5;1000.0;-1000.0;0.0
7200.0;0.28518715500831604;0.4063255488872528;0.0;0.5404663681983948;0.5264892578125;0.5935065746307373;0.35412269830703735;0.8390321731567383;0.838923454284668;0.40139040350914;1.193978190422058;0.9094501733779907;0.4411011338233948;1.0408194065093994;0.35426172614097595;1.4859944581985474;1.287658929824829;0.4;0.8;1.4859944581985474;1.287658929824829;0.4;1.0;0.5;1000.0;-1000.0;0.0
10800.0;0.28518715500831604;0.4063255488872528;0.0;0.5404663681983948;0.5264892578125;0.5935065746307373;0.35412269830703735;0.8390321731567383;0.838923454284668;0.40139040350914;1.193978190422058;0.9094501733779907;0.4411011338233948;1.0408194065093994;0.35426172614097595;1.4859944581985474;1.287658929824829;0.4;0.8;1.4859944581985474;1.287658929824829;0.4;1.0;0.5;1000.0;-1000.0;0.0
14400.0;0.28518715500831604;0.4063255488872528;0.0;0.5404663681983948;0.5264892578125;0.5935065746307373;0.35412269830703735;0.8390321731567383;0.838923454284668;0.40139040350914;1.193978190422058;0.9094501733779907;0.4411011338233948;1.0408194065093994;0.35426172614097595;1.4859944581985474;1.287658929824829;0.4;0.8;1.4859944581985474;1.287658929824829;0.4;1.0;0.5;1000.0;-1000.0;0.0
18000.0;0.28518715500831604;0.4063255488872528;0.0;0.5404663681983948;0.5264892578125;0.5935065746307373;0.35412269830703735;0.8390321731567383;0.838923454284668;0.40139040350914;1.193978190422058;0.9094501733779907;0.4411011338233948;1.0408194065093994;0.35426172614097595;1.4859944581985474;1.287658929824829;0.4;0.8;1.4859944581985474;1.287658929824829;0.4;1.0;0.5;1000.0;-1000.0;0.0
21600.0;0.3724347651004791;0.528171718120575;0.0;0.7039392590522766;0.6782935857772827;0.7818378210067749;0.4071991443634033;1.0703661441802979;1.056697130203247;0.5210385918617249;1.5014104843139648;1.0238597393035889;0.4583340883255005;1.2730218172073364;0.3750022053718567;1.6012216806411743;1.358055591583252;0.523529411764705;1.04705882352941;1.6012216806411743;1.358055591583252;0.523529411764705;1.0;0.5;1000.0;-1000.0;0.0
25200.0;0.7089611887931824;0.9981498122215271;0.0;1.3344775438308716;1.263824701309204;1.5082584619522095;0.6119226217269897;1.9626544713974;1.8966809511184692;0.9825388789176941;2.687220335006714;1.465153455734253;0.524803876876831;2.1686604022979736;0.4550011456012726;2.0456697940826416;1.62958562374115;1.0;2.0;2.0456697940826416;1.62958562374115;1.0;1.0;0.5;1000.0;-1000.0;0.0
28800.0;0.7089611887931824;0.9981498122215271;0.0;1.3344775438308716;1.263824701309204;1.5082584619522095;0.6119226217269897;1.9626544713974;1.8966809511184692;0.9825388789176941;2.687220335006714;1.465153455734253;0.524803876876831;2.1686604022979736;0.4550011456012726;2.0456697940826416;1.62958562374115;1.0;2.0;2.0456697940826416;1.62958562374115;1.0;1.0;0.5;1000.0;-1000.0;0.0
32400.0;0.3911306858062744;0.5542815923690796;0.0;0.7389692068099976;0.710823118686676;0.8221945762634277;0.41857269406318665;1.119937777519226;1.1033629179000854;0.5466775894165039;1.567288875579834;1.0483760833740234;0.46202683448791504;1.3227797746658325;0.3794465959072113;1.625913381576538;1.373140573501587;0.55;1.1;1.625913381576538;1.373140573501587;0.55;1.0;0.5;1000.0;-1000.0;0.0
