Time;Deep_0_0;Deep_0_1;Deep_0_2;Deep_0_3;Deep_0_4;Deep_1_0;Deep_1_1;Deep_1_2;Deep_1_3;Deep_1_4;Deep_2_0;Input_0;Output_0;Load;Oil.ElectricityPrice;Gas.ElectricityPrice;Reseau.ElectricityPrice;Poubelle.ElectricityPrice;zero
0.0;0.26752030849456787;0.20145994424819946;0.1593676656484604;0.17543482780456543;0.32234764099121094;0.554617166519165;0.6607365012168884;0.30703336000442505;0.532699704170227;0.7083719968795776;1.6033070087432861;0.4;1.6033070087432861;0.4;1.0;0.5;1000.0;-1000.0;0.0
3600.0;0.26752030849456787;0.20145994424819946;0.1593676656484604;0.17543482780456543;0.32234764099121094;0.554617166519165;0.6607365012168884;0.30703336000442505;0.532699704170227;0.7083719968795776;1.6033070087432861;0.4;1.6033070087432861;0.4;1.0;0.5;1000.0;-1000.0;0.0
7200.0;0.26752030849456787;0.20145994424819946;0.1593676656484604;0.17543482780456543;0.32234764099121094;0.554617166519165;0.6607365012168884;0.30703336000442505;0.532699704170227;0.7083719968795776;1.6033070087432861;0.4;1.6033070087432861;0.4;1.0;0.5;1000.0;-1000.0;0.0
10800.0;0.26752030849456787;0.20145994424819946;0.1593676656484604;0.17543482780456543;0.32234764099121094;0.554617166519165;0.6607365012168884;0.30703336000442505;0.532699704170227;0.7083719968795776;1.6033070087432861;0.4;1.6033070087432861;0.4;1.0;0.5;1000.0;-1000.0;0.0
14400.0;0.26752030849456787;0.20145994424819946;0.1593676656484604;0.17543482780456543;0.32234764099121094;0.554617166519165;0.6607365012168884;0.30703336000442505;0.532699704170227;0.7083719968795776;1.6033070087432861;0.4;1.6033070087432861;0.4;1.0;0.5;1000.0;-1000.0;0.0
18000.0;0.26752030849456787;0.20145994424819946;0.1593676656484604;0.17543482780456543;0.32234764099121094;0.554617166519165;0.6607365012168884;0.30703336000442505;0.532699704170227;0.7083719968795776;1.6033070087432861;0.4;1.6033070087432861;0.4;1.0;0.5;1000.0;-1000.0;0.0
21600.0;0.3028884530067444;0.21450933814048767;0.15685036778450012;0.18252316117286682;0.3757730722427368;0.5881343483924866;0.7041739225387573;0.3179798722267151;0.5583504438400269;0.7531465291976929;1.685697317123413;0.523529411764705;1.685697317123413;0.523529411764705;1.0;0.5;1000.0;-1000.0;0.0
25200.0;0.43930840492248535;0.2648427188396454;0.147140771150589;0.20986393094062805;0.5818425416946411;0.7174150347709656;0.8717179894447327;0.36020222306251526;0.6572891473770142;0.9258480072021484;2.003488302230835;1.0;2.003488302230835;1.0;1.0;0.5;1000.0;-1000.0;0.0
28800.0;0.43930840492248535;0.2648427188396454;0.147140771150589;0.20986393094062805;0.5818425416946411;0.7174150347709656;0.8717179894447327;0.36020222306251526;0.6572891473770142;0.9258480072021484;2.003488302230835;1.0;2.003488302230835;1.0;1.0;0.5;1000.0;-1000.0;0.0
32400.0;0.31046733260154724;0.21730564534664154;0.15631094574928284;0.1840420961380005;0.38722139596939087;0.5953166484832764;0.7134819030761719;0.3203255832195282;0.5638470649719238;0.762740969657898;1.7033522129058838;0.55;1.7033522129058838;0.55;1.0;0.5;1000.0;-1000.0;0.0
36000.0;0.26752030849456787;0.20145994424819946;0.1593676656484604;0.17543482780456543;0.32234764099121094;0.554617166519165;0.6607365012168884;0.30703336000442505;0.532699704170227;0.7083719968795776;1.6033070087432861;0.4;1.6033070087432861;0.4;1.0;0.5;1000.0;-1000.0;0.0
39600.0;0.26752030849456787;0.20145994424819946;0.1593676656484604;0.17543482780456543;0.32234764099121094;0.554617166519165;0.6607365012168884;0.30703336000442505;0.532699704170227;0.7083719968795776;1.6033070087432861;0.4;1.6033070087432861;0.4;1.0;0.5;1000.0;-1000.0;0.0
