Time;Deep_0_0;Deep_0_1;Deep_0_2;Deep_0_3;Deep_0_4;Deep_1_0;Deep_1_1;Deep_1_2;Deep_1_3;Deep_1_4;Deep_2_0;Deep_2_1;Deep_2_2;Deep_2_3;Deep_2_4;Deep_3_0;Deep_3_1;Deep_3_2;Deep_3_3;Deep_3_4;Deep_4_0;Deep_4_1;Deep_4_2;Deep_4_3;Deep_4_4;Deep_5_0;Deep_5_1;Deep_5_2;Deep_5_3;Deep_5_4;Deep_6_0;Input_0;Output_0;Load;Oil.ElectricityPrice;Gas.ElectricityPrice;Reseau.ElectricityPrice;Poubelle.ElectricityPrice;zero
0.0;0.3220982849597931;0.13240572810173035;0.2278212457895279;0.07605490833520889;0.0;0.30065667629241943;0.2985382676124573;0.07065652310848236;0.18300388753414154;0.1968010663986206;0.22570949792861938;0.33907419443130493;0.18766666948795319;0.14095360040664673;0.21579641103744507;0.4254680573940277;0.3583137094974518;0.23779170215129852;0.4134635329246521;0.2632761001586914;0.5459009408950806;0.5321793556213379;0.6707970499992371;0.8425449728965759;0.48587867617607117;0.8509637117385864;1.4140785932540894;0.8323118686676025;1.289764404296875;0.7790058255195618;1.5392937660217285;0.4;1.5392937660217285;0.4;1.0;0.5;1000.0;-1000.0;0.0
3600.0;0.3220982849597931;0.13240572810173035;0.2278212457895279;0.07605490833520889;0.0;0.30065667629241943;0.2985382676124573;0.07065652310848236;0.18300388753414154;0.1968010663986206;0.22570949792861938;0.33907419443130493;0.18766666948795319;0.14095360040664673;0.21579641103744507;0.4254680573940277;0.3583137094974518;0.23779170215129852;0.4134635329246521;0.2632761001586914;0.5459009408950806;0.5321793556213379;0.6707970499992371;0.8425449728965759;0.48587867617607117;0.8509637117385864;1.4140785932540894;0.8323118686676025;1.289764404296875;0.7790058255195618;1.5392937660217285;0.4;1.5392937660217285;0.4;1.0;0.5;1000.0;-1000.0;0.0
7200.0;0.3220982849597931;0.13240572810173035;0.2278212457895279;0.07605490833520889;0.0;0.30065667629241943;0.2985382676124573;0.07065652310848236;0.18300388753414154;0.1968010663986206;0.22570949792861938;0.33907419443130493;0.18766666948795319;0.14095360040664673;0.21579641103744507;0.4254680573940277;0.3583137094974518;0.23779170215129852;0.4134635329246521;0.2632761001586914;0.5459009408950806;0.5321793556213379;0.6707970499992371;0.8425449728965759;0.48587867617607117;0.8509637117385864;1.4140785932540894;0.8323118686676025;1.289764404296875;0.7790058255195618;1.5392937660217285;0.4;1.5392937660217285;0.4;1.0;0.5;1000.0;-1000.0;0.0
10800.0;0.3220982849597931;0.13240572810173035;0.2278212457895279;0.07605490833520889;0.0;0.30065667629241943;0.2985382676124573;0.07065652310848236;0.18300388753414154;0.1968010663986206;0.22570949792861938;0.33907419443130493;0.18766666948795319;0.14095360040664673;0.21579641103744507;0.4254680573940277;0.3583137094974518;0.23779170215129852;0.4134635329246521;0.2632761001586914;0.5459009408950806;0.5321793556213379;0.6707970499992371;0.8425449728965759;0.48587867617607117;0.8509637117385864;1.4140785932540894;0.8323118686676025;1.289764404296875;0.7790058255195618;1.5392937660217285;0.4;1.5392937660217285;0.4;1.0;0.5;1000.0;-1000.0;0.0
14400.0;0.3220982849597931;0.13240572810173035;0.2278212457895279;0.07605490833520889;0.0;0.30065667629241943;0.2985382676124573;0.07065652310848236;0.18300388753414154;0.1968010663986206;0.22570949792861938;0.33907419443130493;0.18766666948795319;0.14095360040664673;0.21579641103744507;0.4254680573940277;0.3583137094974518;0.23779170215129852;0.4134635329246521;0.2632761001586914;0.5459009408950806;0.5321793556213379;0.6707970499992371;0.8425449728965759;0.48587867617607117;0.8509637117385864;1.4140785932540894;0.8323118686676025;1.289764404296875;0.7790058255195618;1.5392937660217285;0.4;1.5392937660217285;0.4;1.0;0.5;1000.0;-1000.0;0.0
18000.0;0.3220982849597931;0.13240572810173035;0.2278212457895279;0.07605490833520889;0.0;0.30065667629241943;0.2985382676124573;0.07065652310848236;0.18300388753414154;0.1968010663986206;0.22570949792861938;0.33907419443130493;0.18766666948795319;0.14095360040664673;0.21579641103744507;0.4254680573940277;0.3583137094974518;0.23779170215129852;0.4134635329246521;0.2632761001586914;0.5459009408950806;0.5321793556213379;0.6707970499992371;0.8425449728965759;0.48587867617607117;0.8509637117385864;1.4140785932540894;0.8323118686676025;1.289764404296875;0.7790058255195618;1.5392937660217285;0.4;1.5392937660217285;0.4;1.0;0.5;1000.0;-1000.0;0.0
21600.0;0.4246470034122467;0.1809663474559784;0.2996646463871002;0.10209188610315323;0.0;0.3953820466995239;0.4073997139930725;0.09057602286338806;0.24315568804740906;0.2545502781867981;0.2866396903991699;0.43294620513916016;0.23702417314052582;0.16912776231765747;0.2772339880466461;0.5273720026016235;0.4316766560077667;0.2828342616558075;0.501436173915863;0.3120739459991455;0.6442276239395142;0.6287934184074402;0.8235045075416565;0.9845231175422668;0.5747984647750854;0.9539505839347839;1.6780723333358765;0.9787694215774536;1.4947474002838135;1.089050531387329;1.641018033027649;0.523529411764705;1.641018033027649;0.523529411764705;1.0;0.5;1000.0;-1000.0;0.0
25200.0;0.8201920390129089;0.3682715594768524;0.5767749547958374;0.2025202214717865;0.0;0.7607513666152954;0.827293872833252;0.16740834712982178;0.4751697778701782;0.4772971570491791;0.5216560959815979;0.7950238585472107;0.4274030923843384;0.277799516916275;0.5142073631286621;0.9204298257827759;0.7146479487419128;0.4565697908401489;0.84075927734375;0.5002940893173218;1.0234876871109009;1.0014474391937256;1.4125183820724487;1.5321530103683472;0.9177746772766113;1.3511855602264404;2.696333408355713;1.5436772108078003;2.2853946685791016;2.2849371433258057;2.033381462097168;1.0;2.033381462097168;1.0;1.0;0.5;1000.0;-1000.0;0.0
28800.0;0.8201920390129089;0.3682715594768524;0.5767749547958374;0.2025202214717865;0.0;0.7607513666152954;0.827293872833252;0.16740834712982178;0.4751697778701782;0.4772971570491791;0.5216560959815979;0.7950238585472107;0.4274030923843384;0.277799516916275;0.5142073631286621;0.9204298257827759;0.7146479487419128;0.4565697908401489;0.84075927734375;0.5002940893173218;1.0234876871109009;1.0014474391937256;1.4125183820724487;1.5321530103683472;0.9177746772766113;1.3511855602264404;2.696333408355713;1.5436772108078003;2.2853946685791016;2.2849371433258057;2.033381462097168;1.0;2.033381462097168;1.0;1.0;0.5;1000.0;-1000.0;0.0
32400.0;0.44662171602249146;0.19137218594551086;0.31505969166755676;0.10767123848199844;0.0;0.41568031907081604;0.43072712421417236;0.09484448283910751;0.2560453712940216;0.2669251263141632;0.299696147441864;0.453061580657959;0.24760077893733978;0.1751651018857956;0.2903991639614105;0.5492085218429565;0.44739729166030884;0.2924862504005432;0.5202874541282654;0.3225306272506714;0.6652976274490356;0.6494963765144348;0.8562275171279907;1.0149470567703247;0.5938527584075928;0.9760192632675171;1.7346423864364624;1.0101532936096191;1.5386720895767212;1.1554889678955078;1.6628159284591675;0.55;1.6628159284591675;0.55;1.0;0.5;1000.0;-1000.0;0.0
