Time;Deep_0_0;Deep_0_1;Deep_0_2;Deep_0_3;Deep_0_4;Deep_0_5;Deep_0_6;Deep_0_7;Deep_0_8;Deep_0_9;Deep_0_10;Deep_0_11;Deep_0_12;Deep_0_13;Deep_0_14;Deep_1_0;Deep_1_1;Deep_1_2;Deep_1_3;Deep_1_4;Deep_1_5;Deep_1_6;Deep_1_7;Deep_1_8;Deep_1_9;Deep_1_10;Deep_1_11;Deep_1_12;Deep_1_13;Deep_1_14;Deep_2_0;Input_0;Output_0;Load;Oil.ElectricityPrice;Gas.ElectricityPrice;Reseau.ElectricityPrice;Poubelle.ElectricityPrice;zero
0.0;0.14236266911029816;0.0;0.2795214056968689;0.1233329251408577;0.26805102825164795;0.23094969987869263;0.262504905462265;0.0;0.24428024888038635;0.160114124417305;0.23832902312278748;0.0;0.1623113751411438;0.09883862733840942;0.0;0.4555019736289978;0.3140838146209717;0.5731849670410156;0.3126653730869293;0.5304661393165588;0.5833175778388977;0.36018213629722595;0.41114646196365356;0.4283047318458557;0.5468629598617554;0.4302409589290619;0.5506174564361572;0.3937815725803375;0.42627841234207153;0.5410879254341125;1.6074992418289185;0.4;1.6074992418289185;0.4;1.0;0.5;1000.0;-1000.0;0.0
3600.0;0.14236266911029816;0.0;0.2795214056968689;0.1233329251408577;0.26805102825164795;0.23094969987869263;0.262504905462265;0.0;0.24428024888038635;0.160114124417305;0.23832902312278748;0.0;0.1623113751411438;0.09883862733840942;0.0;0.4555019736289978;0.3140838146209717;0.5731849670410156;0.3126653730869293;0.5304661393165588;0.5833175778388977;0.36018213629722595;0.41114646196365356;0.4283047318458557;0.5468629598617554;0.4302409589290619;0.5506174564361572;0.3937815725803375;0.42627841234207153;0.5410879254341125;1.6074992418289185;0.4;1.6074992418289185;0.4;1.0;0.5;1000.0;-1000.0;0.0
7200.0;0.14236266911029816;0.0;0.2795214056968689;0.1233329251408577;0.26805102825164795;0.23094969987869263;0.262504905462265;0.0;0.24428024888038635;0.160114124417305;0.23832902312278748;0.0;0.1623113751411438;0.09883862733840942;0.0;0.4555019736289978;0.3140838146209717;0.5731849670410156;0.3126653730869293;0.5304661393165588;0.5833175778388977;0.36018213629722595;0.41114646196365356;0.4283047318458557;0.5468629598617554;0.4302409589290619;0.5506174564361572;0.3937815725803375;0.42627841234207153;0.5410879254341125;1.6074992418289185;0.4;1.6074992418289185;0.4;1.0;0.5;1000.0;-1000.0;0.0
10800.0;0.14236266911029816;0.0;0.2795214056968689;0.1233329251408577;0.26805102825164795;0.23094969987869263;0.262504905462265;0.0;0.24428024888038635;0.160114124417305;0.23832902312278748;0.0;0.1623113751411438;0.09883862733840942;0.0;0.4555019736289978;0.3140838146209717;0.5731849670410156;0.3126653730869293;0.5304661393165588;0.5833175778388977;0.36018213629722595;0.41114646196365356;0.4283047318458557;0.5468629598617554;0.4302409589290619;0.5506174564361572;0.3937815725803375;0.42627841234207153;0.5410879254341125;1.6074992418289185;0.4;1.6074992418289185;0.4;1.0;0.5;1000.0;-1000.0;0.0
14400.0;0.14236266911029816;0.0;0.2795214056968689;0.1233329251408577;0.26805102825164795;0.23094969987869263;0.262504905462265;0.0;0.24428024888038635;0.160114124417305;0.23832902312278748;0.0;0.1623113751411438;0.09883862733840942;0.0;0.4555019736289978;0.3140838146209717;0.5731849670410156;0.3126653730869293;0.5304661393165588;0.5833175778388977;0.36018213629722595;0.41114646196365356;0.4283047318458557;0.5468629598617554;0.4302409589290619;0.5506174564361572;0.3937815725803375;0.42627841234207153;0.5410879254341125;1.6074992418289185;0.4;1.6074992418289185;0.4;1.0;0.5;1000.0;-1000.0;0.0
18000.0;0.14236266911029816;0.0;0.2795214056968689;0.1233329251408577;0.26805102825164795;0.23094969987869263;0.262504905462265;0.0;0.24428024888038635;0.160114124417305;0.23832902312278748;0.0;0.1623113751411438;0.09883862733840942;0.0;0.4555019736289978;0.3140838146209717;0.5731849670410156;0.3126653730869293;0.5304661393165588;0.5833175778388977;0.36018213629722595;0.41114646196365356;0.4283047318458557;0.5468629598617554;0.4302409589290619;0.5506174564361572;0.3937815725803375;0.42627841234207153;0.5410879254341125;1.6074992418289185;0.4;1.6074992418289185;0.4;1.0;0.5;1000.0;-1000.0;0.0
21600.0;0.15140439569950104;0.0;0.34451156854629517;0.12536188960075378;0.31597188115119934;0.2714998722076416;0.3222203254699707;0.0;0.28748783469200134;0.18173396587371826;0.28506654500961304;0.0;0.17683115601539612;0.10335119068622589;0.0;0.6961782574653625;0.3802202343940735;0.6322280168533325;0.45176824927330017;0.5815093517303467;0.6495075225830078;0.3833472728729248;0.4498249292373657;0.5128188133239746;0.6031149625778198;0.46763256192207336;0.612164318561554;0.42235150933265686;0.4701228737831116;0.6121068596839905;1.6900683641433716;0.523529411764705;1.6900683641433716;0.523529411764705;1.0;0.5;1000.0;-1000.0;0.0
25200.0;0.18627965450286865;0.0;0.5951879024505615;0.1331878900527954;0.5008094310760498;0.42790767550468445;0.5525513291358948;0.0;0.454145610332489;0.2651248276233673;0.4653398096561432;0.0;0.23283600807189941;0.12075680494308472;0.0;1.6245002746582031;0.6353181004524231;0.8599657416343689;0.9883078336715698;0.7783901691436768;0.904811441898346;0.472698450088501;0.5990133285522461;0.838801920413971;0.820087194442749;0.6118571758270264;0.8495596051216125;0.5325497984886169;0.6392371654510498;0.8860371112823486;2.008549451828003;1.0;2.008549451828003;1.0;1.0;0.5;1000.0;-1000.0;0.0
28800.0;0.18627965450286865;0.0;0.5951879024505615;0.1331878900527954;0.5008094310760498;0.42790767550468445;0.5525513291358948;0.0;0.454145610332489;0.2651248276233673;0.4653398096561432;0.0;0.23283600807189941;0.12075680494308472;0.0;1.6245002746582031;0.6353181004524231;0.8599657416343689;0.9883078336715698;0.7783901691436768;0.904811441898346;0.472698450088501;0.5990133285522461;0.838801920413971;0.820087194442749;0.6118571758270264;0.8495596051216125;0.5325497984886169;0.6392371654510498;0.8860371112823486;2.008549451828003;1.0;2.008549451828003;1.0;1.0;0.5;1000.0;-1000.0;0.0
32400.0;0.15334191918373108;0.0;0.35843804478645325;0.12579666078090668;0.3262406587600708;0.28018918633461;0.33501651883125305;0.0;0.2967465817928314;0.18636679649353027;0.2950817346572876;0.0;0.1799425333738327;0.10431817173957825;0.0;0.7477516531944275;0.39439237117767334;0.6448801159858704;0.48157599568367004;0.5924471616744995;0.6636910438537598;0.3883112072944641;0.4581131935119629;0.5309290289878845;0.6151690483093262;0.4756450355052948;0.6253529787063599;0.4284735918045044;0.47951817512512207;0.6273252367973328;1.7077617645263672;0.55;1.7077617645263672;0.55;1.0;0.5;1000.0;-1000.0;0.0
