t,Input_0,Output_0
1,0.4,1.6033070087432861
2,0.4,1.6033070087432861
3,0.4,1.6033070087432861
4,0.4,1.6033070087432861
5,0.4,1.6033070087432861
6,0.523529411764705,1.685697317123413
7,1.0,2.003488302230835
8,1.0,2.003488302230835
9,0.55,1.7033522129058838
10,0.4,1.6033070087432861
11,0.4,1.6033070087432861
12,0.4,1.6033070087432861
13,0.4,1.6033070087432861
14,0.4,1.6033070087432861
15,0.4,1.6033070087432861
16,0.4,1.6033070087432861
17,0.783333333333333,1.858978509902954
18,1.0,2.003488302230835
19,1.0,2.003488302230835
20,1.0,2.003488302230835
21,1.0,2.003488302230835
22,1.0,2.003488302230835
23,0.967142857142857,1.9815735816955566
24,0.855,1.9067778587341309
25,0.721666666666666,1.8178486824035645
26,0.618888888888888,1.7492990493774414
27,0.6,1.7367007732391357
28,0.6,1.7367007732391357
29,0.6,1.7367007732391357
30,0.6,1.7367007732391357
31,0.6,1.7367007732391357
32,0.632857142857142,1.758615493774414
33,0.745,1.8334112167358398
34,0.878333333333333,1.9223403930664062
35,0.981111111111111,1.9908900260925293
36,1.0,2.003488302230835
37,1.0,2.003488302230835
38,1.0,2.003488302230835
39,1.0,2.003488302230835
40,1.0,2.003488302230835
41,1.0,2.003488302230835
42,1.0,2.003488302230835
43,1.0,2.003488302230835
44,1.0,2.003488302230835
45,1.0,2.003488302230835
46,1.0,2.003488302230835
47,1.0,2.003488302230835
48,1.0,2.003488302230835
49,1.0,2.003488302230835
50,1.0,2.003488302230835
51,1.0,2.003488302230835
52,1.0,2.003488302230835
53,1.0,2.003488302230835
54,1.0,2.003488302230835
55,1.0,2.003488302230835
56,1.0,2.003488302230835
57,1.0,2.003488302230835
58,1.0,2.003488302230835
59,1.0,2.003488302230835
60,1.0,2.003488302230835
61,1.0,2.003488302230835
62,1.0,2.003488302230835
63,1.0,2.003488302230835
64,1.0,2.003488302230835
65,1.0,2.003488302230835
66,1.0,2.003488302230835
67,1.0,2.003488302230835
68,1.0,2.003488302230835
69,1.0,2.003488302230835
70,1.0,2.003488302230835
71,1.0,2.003488302230835
72,1.0,2.003488302230835
73,1.0,2.003488302230835
74,1.0,2.003488302230835
75,1.0,2.003488302230835
76,1.0,2.003488302230835
77,1.0,2.003488302230835
78,1.0,2.003488302230835
79,1.0,2.003488302230835
80,1.0,2.003488302230835
81,1.0,2.003488302230835
82,1.0,2.003488302230835
83,1.0,2.003488302230835
84,1.0,2.003488302230835
85,1.0,2.003488302230835
86,1.0,2.003488302230835
87,1.0,2.003488302230835
88,0.806334841628959,1.8743195533752441
89,0.6,1.7367007732391357
90,0.6,1.7367007732391357
91,0.6,1.7367007732391357
92,0.6,1.7367007732391357
93,0.6,1.7367007732391357
94,0.6,1.7367007732391357
95,0.6,1.7367007732391357
96,0.723076923076923,1.8187892436981201
97,1.0,2.003488302230835
98,1.0,2.003488302230835
99,1.0,2.003488302230835
100,1.0,2.003488302230835
101,1.0,2.003488302230835
102,1.0,2.003488302230835
103,1.0,2.003488302230835
104,1.0,2.003488302230835
105,1.0,2.003488302230835
106,1.0,2.003488302230835
107,1.0,2.003488302230835
108,1.0,2.003488302230835
109,0.9578125,1.9753503799438477
110,0.7,1.8033976554870605
111,0.7,1.8033976554870605
112,0.7,1.8033976554870605
113,0.7,1.8033976554870605
114,0.7,1.8033976554870605
115,0.7,1.8033976554870605
116,0.7,1.8033976554870605
117,0.7,1.8033976554870605
118,0.9296875,1.956592082977295
119,1.0,2.003488302230835
120,1.0,2.003488302230835
121,1.0,2.003488302230835
122,1.0,2.003488302230835
123,1.0,2.003488302230835
124,1.0,2.003488302230835
125,0.728125,1.8221561908721924
126,0.6,1.7367007732391357
127,0.6,1.7367007732391357
128,0.6,1.7367007732391357
129,0.6,1.7367007732391357
130,0.6,1.7367007732391357
131,0.836666666666666,1.894550085067749
132,1.0,2.003488302230835
133,1.0,2.003488302230835
134,1.0,2.003488302230835
135,1.0,2.003488302230835
136,0.9,1.9367914199829102
137,0.8,1.8700945377349854
138,0.8,1.8700945377349854
139,0.8,1.8700945377349854
140,0.8,1.8700945377349854
141,0.8,1.8700945377349854
142,0.8,1.8700945377349854
143,0.8,1.8700945377349854
144,0.886666666666666,1.927898645401001
145,1.0,2.003488302230835
146,1.0,2.003488302230835
147,1.0,2.003488302230835
148,1.0,2.003488302230835
149,1.0,2.003488302230835
150,1.0,2.003488302230835
151,1.0,2.003488302230835
152,1.0,2.003488302230835
153,1.0,2.003488302230835
154,1.0,2.003488302230835
155,1.0,2.003488302230835
156,1.0,2.003488302230835
157,1.0,2.003488302230835
158,1.0,2.003488302230835
159,1.0,2.003488302230835
160,1.0,2.003488302230835
161,1.0,2.003488302230835
162,1.0,2.003488302230835
163,1.0,2.003488302230835
164,1.0,2.003488302230835
165,1.0,2.003488302230835
166,1.0,2.003488302230835
167,1.0,2.003488302230835
168,1.0,2.003488302230835
169,1.0,2.003488302230835
170,1.0,2.003488302230835
171,1.0,2.003488302230835
172,1.0,2.003488302230835
173,1.0,2.003488302230835
174,1.0,2.003488302230835
175,1.0,2.003488302230835
176,1.0,2.003488302230835
177,1.0,2.003488302230835
178,1.0,2.003488302230835
179,1.0,2.003488302230835
180,1.0,2.003488302230835
181,0.772222222222222,1.8515675067901611
182,0.3,1.5366101264953613
183,0.3,1.5366101264953613
184,0.3,1.5366101264953613
185,0.3,1.5366101264953613
186,0.3,1.5366101264953613
187,0.3,1.5366101264953613
188,0.3,1.5366101264953613
189,0.3703125,1.5835063457489014
190,0.9625,1.9784770011901855
191,1.0,2.003488302230835
192,0.583333333333333,1.7255845069885254
193,0.4,1.6033070087432861
194,0.4,1.6033070087432861
195,0.4,1.6033070087432861
196,0.4,1.6033070087432861
197,0.4,1.6033070087432861
198,0.4,1.6033070087432861
199,0.4,1.6033070087432861
200,0.735294117647058,1.8269379138946533
201,1.0,2.003488302230835
202,0.75,1.8367459774017334
203,0.4,1.6033070087432861
204,0.4,1.6033070087432861
205,0.4,1.6033070087432861
206,0.4,1.6033070087432861
207,0.4,1.6033070087432861
208,0.4,1.6033070087432861
209,0.4,1.6033070087432861
210,0.583333333333333,1.7255845069885254
211,1.0,2.003488302230835
212,1.0,2.003488302230835
213,1.0,2.003488302230835
214,1.0,2.003488302230835
